AREA_2,CODE_2,NAME_2,adm0,adm1,adm2,adm3,islands,province,regency,district,residency,government,division,subdivision,nativemen,nativewomen,nativetotal,eurmen,eurwomen,eurtotal,chinesemen,chinesewomen,chinesetotal,othermen,otherwomen,othertotal,totalmen,totalwomen,total
JAVA EN MADOERA,283,Poerwantoro,JAVA EN MADOERA,Soerakarta,Wonogiri,Poerwantoro,JAVA EN MADOERA,Soerakarta,Wonogiri,Poerwantoro,,,,,44315,45252,89567,4,3,7,44,21,65,0,0,0,44363,45276,89639
JAVA EN MADOERA,281,Batoeretno,JAVA EN MADOERA,Soerakarta,Wonogiri,Batoeretno,JAVA EN MADOERA,Soerakarta,Wonogiri,Batoeretno,,,,,67175,69082,136257,1,0,1,272,215,487,3,2,5,67451,69299,136750
JAVA EN MADOERA,279,Woerjantoro,JAVA EN MADOERA,Soerakarta,Wonogiri,Woerjantoro,JAVA EN MADOERA,Soerakarta,Wonogiri,Woerjantoro,,,,,58868,60400,119268,1,1,2,57,41,98,0,0,0,58926,60442,119368
JAVA EN MADOERA,89,Tjimahi,JAVA EN MADOERA,West Java,Bandoeng,Tjimahi,JAVA EN MADOERA,West Java,Bandoeng,Tjimahi,,,,,71868,75689,147557,2256,1342,3598,1195,873,2068,45,22,67,75364,77926,153290
JAVA EN MADOERA,93,Bandjaran,JAVA EN MADOERA,West Java,Bandoeng,Bandjaran,JAVA EN MADOERA,West Java,Bandoeng,Bandjaran,,,,,57030,62304,119334,188,170,358,370,198,568,7,1,8,57595,62673,120268
JAVA EN MADOERA,92,Bandoeng,JAVA EN MADOERA,West Java,Bandoeng,Bandoeng,JAVA EN MADOERA,West Java,Bandoeng,Bandoeng,,,,,87730,89706,177436,9684,9579,19263,9879,7088,16967,309,166,475,107602,106539,214141
JAVA EN MADOERA,95,Tjitjalengka,JAVA EN MADOERA,West Java,Bandoeng,Tjitjalengka,JAVA EN MADOERA,West Java,Bandoeng,Tjitjalengka,,,,,49289,54140,103429,63,65,128,311,237,548,12,5,17,49675,54447,104122
JAVA EN MADOERA,87,Tjikalongwetan,JAVA EN MADOERA,West Java,Bandoeng,Tjikalongwetan,JAVA EN MADOERA,West Java,Bandoeng,Tjikalongwetan,,,,,32969,34213,67182,93,57,150,239,147,386,1,0,1,33302,34417,67719
JAVA EN MADOERA,91,Soreang,JAVA EN MADOERA,West Java,Bandoeng,Soreang,JAVA EN MADOERA,West Java,Bandoeng,Soreang,,,,,40244,42390,82634,87,54,141,317,220,537,11,0,11,40659,42664,83323
JAVA EN MADOERA,96,Oedjoengbroeng,JAVA EN MADOERA,West Java,Bandoeng,Oedjoengbroeng,JAVA EN MADOERA,West Java,Bandoeng,Oedjoengbroeng,,,,,56670,59999,116669,196,151,347,395,318,713,17,11,28,57278,60479,117757
JAVA EN MADOERA,88,Lembang,JAVA EN MADOERA,West Java,Bandoeng,Lembang,JAVA EN MADOERA,West Java,Bandoeng,Lembang,,,,,47612,49909,97521,581,454,1035,363,231,594,11,9,20,48567,50603,99170
JAVA EN MADOERA,94,Tjiparaj,JAVA EN MADOERA,West Java,Bandoeng,Tjiparaj,JAVA EN MADOERA,West Java,Bandoeng,Tjiparaj,,,,,56768,61750,118518,80,59,139,295,185,480,13,11,24,57156,62005,119161
JAVA EN MADOERA,90,Tjililin,JAVA EN MADOERA,West Java,Bandoeng,Tjililin,JAVA EN MADOERA,West Java,Bandoeng,Tjililin,,,,,60562,63531,124093,35,17,52,130,57,187,3,1,4,60730,63606,124336
JAVA EN MADOERA,18,Tangerang,JAVA EN MADOERA,West Java,Batavia,Tangerang,JAVA EN MADOERA,West Java,Batavia,Tangerang,,,,,95594,101339,196933,144,106,250,10181,9553,19734,65,75,140,105984,111073,217057
JAVA EN MADOERA,19,Batavia,JAVA EN MADOERA,West Java,Batavia,Batavia,JAVA EN MADOERA,West Java,Batavia,Batavia,,,,,64520,61664,126184,4442,4131,8573,26719,20368,47087,1917,1585,3502,97598,87748,185346
JAVA EN MADOERA,20,Weltevreden,JAVA EN MADOERA,West Java,Batavia,Weltevreden,JAVA EN MADOERA,West Java,Batavia,Weltevreden,,,,,101527,100740,202267,11570,10987,22557,14148,10453,24601,1512,1374,2886,128757,123554,252311
JAVA EN MADOERA,17,Maoek,JAVA EN MADOERA,West Java,Batavia,Maoek,JAVA EN MADOERA,West Java,Batavia,Maoek,,,,,62899,67543,130442,8,5,13,8113,7884,15997,25,20,45,71045,75452,146497
JAVA EN MADOERA,16,Balaradja,JAVA EN MADOERA,West Java,Batavia,Balaradja,JAVA EN MADOERA,West Java,Batavia,Balaradja,,,,,69722,75082,144804,15,14,29,2384,2310,4694,0,0,0,72121,77406,149527
JAVA EN MADOERA,67,Djasinga,JAVA EN MADOERA,West Java,Buitenzorg,Djasinga,JAVA EN MADOERA,West Java,Buitenzorg,Djasinga,,,,,37599,40254,77853,70,47,117,655,601,1256,21,12,33,38345,40914,79259
JAVA EN MADOERA,73,Tjibaroesa,JAVA EN MADOERA,West Java,Buitenzorg,Tjibaroesa,JAVA EN MADOERA,West Java,Buitenzorg,Tjibaroesa,,,,,113246,117307,230553,49,33,82,1859,1720,3579,24,17,41,115178,119077,234255
JAVA EN MADOERA,70,Buitenzorg,JAVA EN MADOERA,West Java,Buitenzorg,Buitenzorg,JAVA EN MADOERA,West Java,Buitenzorg,Buitenzorg,,,,,92700,96038,188738,2904,2535,5439,4751,4150,8901,603,584,1187,100958,103307,204265
JAVA EN MADOERA,72,Tjibinong,JAVA EN MADOERA,West Java,Buitenzorg,Tjibinong,JAVA EN MADOERA,West Java,Buitenzorg,Tjibinong,,,,,48637,49673,98310,33,24,57,1377,1229,2606,16,22,38,50063,50948,101011
JAVA EN MADOERA,69,Paroeng,JAVA EN MADOERA,West Java,Buitenzorg,Paroeng,JAVA EN MADOERA,West Java,Buitenzorg,Paroeng,,,,,56506,58480,114986,292,290,582,2359,2129,4488,8,4,12,59165,60903,120068
JAVA EN MADOERA,35,Tjiawi (in BUITENZORG),JAVA EN MADOERA,West Java,Buitenzorg,Tjiawi (in BUITENZORG),JAVA EN MADOERA,West Java,Buitenzorg,Tjiawi,,,,,56040,57026,113066,93,47,140,423,350,773,8,15,23,56564,57438,114002
JAVA EN MADOERA,68,Leuwiliang,JAVA EN MADOERA,West Java,Buitenzorg,Leuwiliang,JAVA EN MADOERA,West Java,Buitenzorg,Leuwiliang,,,,,82321,84688,167009,72,64,136,1180,1025,2205,53,61,114,83626,85838,169464
JAVA EN MADOERA,57,Ardjawinangoen,JAVA EN MADOERA,West Java,Cheribon,Ardjawinangoen,JAVA EN MADOERA,West Java,Cheribon,Ardjawinangoen,,,,,57346,60148,117494,39,45,84,277,254,531,67,58,125,57729,60505,118234
JAVA EN MADOERA,61,Sindanglaoet,JAVA EN MADOERA,West Java,Cheribon,Sindanglaoet,JAVA EN MADOERA,West Java,Cheribon,Sindanglaoet,,,,,60503,62923,123426,122,82,204,790,724,1514,174,152,326,61589,63881,125470
JAVA EN MADOERA,60,Cheribon,JAVA EN MADOERA,West Java,Cheribon,Cheribon,JAVA EN MADOERA,West Java,Cheribon,Cheribon,,,,,62608,65574,128182,916,762,1678,4571,3719,8290,856,784,1640,68951,70839,139790
JAVA EN MADOERA,58,Palimanan,JAVA EN MADOERA,West Java,Cheribon,Palimanan,JAVA EN MADOERA,West Java,Cheribon,Palimanan,,,,,39642,42127,81769,73,69,142,607,688,1295,30,25,55,40352,42909,83261
JAVA EN MADOERA,59,Ploembon,JAVA EN MADOERA,West Java,Cheribon,Ploembon,JAVA EN MADOERA,West Java,Cheribon,Ploembon,,,,,53703,56460,110163,58,44,102,597,615,1212,31,17,48,54389,57136,111525
JAVA EN MADOERA,62,Tjiledoeg,JAVA EN MADOERA,West Java,Cheribon,Tjiledoeg,JAVA EN MADOERA,West Java,Cheribon,Tjiledoeg,,,,,72653,76514,149167,103,84,187,2064,2079,4143,207,218,425,75027,78895,153922
JAVA EN MADOERA,102,Bloeboerlimbangan,JAVA EN MADOERA,West Java,Garoet,Bloeboerlimbangan,JAVA EN MADOERA,West Java,Garoet,Bloeboerlimbangan,,,,,25502,28875,54377,5,2,7,52,24,76,10,9,19,25569,28910,54479
JAVA EN MADOERA,103,Tjibatoe,JAVA EN MADOERA,West Java,Garoet,Tjibatoe,JAVA EN MADOERA,West Java,Garoet,Tjibatoe,,,,,46519,52152,98671,38,39,77,140,87,227,2,3,5,46699,52281,98980
JAVA EN MADOERA,108,Boengboelang,JAVA EN MADOERA,West Java,Garoet,Boengboelang,JAVA EN MADOERA,West Java,Garoet,Boengboelang,,,,,25573,26466,52039,31,18,49,61,31,92,0,0,0,25665,26515,52180
JAVA EN MADOERA,107,Bajongbong,JAVA EN MADOERA,West Java,Garoet,Bajongbong,JAVA EN MADOERA,West Java,Garoet,Bajongbong,,,,,45931,51901,97832,99,93,192,147,91,238,2,0,2,46179,52085,98264
JAVA EN MADOERA,104,Leles,JAVA EN MADOERA,West Java,Garoet,Leles,JAVA EN MADOERA,West Java,Garoet,Leles,,,,,29026,33621,62647,3,0,3,73,51,124,0,0,0,29102,33672,62774
JAVA EN MADOERA,109,Tjikadjang,JAVA EN MADOERA,West Java,Garoet,Tjikadjang,JAVA EN MADOERA,West Java,Garoet,Tjikadjang,,,,,23992,25811,49803,42,33,75,157,91,248,1,0,1,24192,25935,50127
JAVA EN MADOERA,106,Garoet,JAVA EN MADOERA,West Java,Garoet,Garoet,JAVA EN MADOERA,West Java,Garoet,Garoet,,,,,49032,56703,105735,272,219,491,1025,786,1811,71,54,125,50400,57762,108162
JAVA EN MADOERA,110,Pameungpeuk,JAVA EN MADOERA,West Java,Garoet,Pameungpeuk,JAVA EN MADOERA,West Java,Garoet,Pameungpeuk,,,,,16679,16575,33254,62,23,85,98,72,170,3,0,3,16842,16670,33512
JAVA EN MADOERA,105,Trogong,JAVA EN MADOERA,West Java,Garoet,Trogong,JAVA EN MADOERA,West Java,Garoet,Trogong,,,,,52070,60092,112162,18,17,35,115,66,181,5,9,14,52208,60184,112392
JAVA EN MADOERA,52,Losarang,JAVA EN MADOERA,West Java,Indramajoe,Losarang,JAVA EN MADOERA,West Java,Indramajoe,Losarang,,,,,32204,33743,65947,2,4,6,684,655,1339,57,59,116,32947,34461,67408
JAVA EN MADOERA,54,Djatibarang,JAVA EN MADOERA,West Java,Indramajoe,Djatibarang,JAVA EN MADOERA,West Java,Indramajoe,Djatibarang,,,,,53826,56781,110607,27,13,40,612,595,1207,34,21,55,54499,57410,111909
JAVA EN MADOERA,56,Karangampel,JAVA EN MADOERA,West Java,Indramajoe,Karangampel,JAVA EN MADOERA,West Java,Indramajoe,Karangampel,,,,,44303,46957,91260,7,3,10,105,76,181,17,13,30,44432,47049,91481
JAVA EN MADOERA,55,Indramajoe,JAVA EN MADOERA,West Java,Indramajoe,Indramajoe,JAVA EN MADOERA,West Java,Indramajoe,Indramajoe,,,,,25264,26994,52258,93,79,172,1083,1113,2196,203,188,391,26643,28374,55017
JAVA EN MADOERA,53,Sindang,JAVA EN MADOERA,West Java,Indramajoe,Sindang,JAVA EN MADOERA,West Java,Indramajoe,Sindang,,,,,30190,32065,62255,6,8,14,84,92,176,213,230,443,30493,32395,62888
JAVA EN MADOERA,51,Kandanghaoer,JAVA EN MADOERA,West Java,Indramajoe,Kandanghaoer,JAVA EN MADOERA,West Java,Indramajoe,Kandanghaoer,,,,,60229,59097,119326,28,9,37,800,645,1445,121,113,234,61178,59864,121042
JAVA EN MADOERA,65,Koeningan,JAVA EN MADOERA,West Java,Koeningan,Koeningan,JAVA EN MADOERA,West Java,Koeningan,Koeningan,,,,,50776,53452,104228,79,46,125,679,619,1298,87,90,177,51621,54207,105828
JAVA EN MADOERA,66,Loeragoeng,JAVA EN MADOERA,West Java,Koeningan,Loeragoeng,JAVA EN MADOERA,West Java,Koeningan,Loeragoeng,,,,,38806,40818,79624,0,0,0,249,213,462,3,4,7,39058,41035,80093
JAVA EN MADOERA,64,Tjilimoes,JAVA EN MADOERA,West Java,Koeningan,Tjilimoes,JAVA EN MADOERA,West Java,Koeningan,Tjilimoes,,,,,38466,41377,79843,87,77,164,553,559,1112,128,167,295,39234,42180,81414
JAVA EN MADOERA,63,Tjiawigebang,JAVA EN MADOERA,West Java,Koeningan,Tjiawigebang,JAVA EN MADOERA,West Java,Koeningan,Tjiawigebang,,,,,54929,59312,114241,11,10,21,996,933,1929,28,26,54,55964,60281,116245
JAVA EN MADOERA,26,Rengasdengklok,JAVA EN MADOERA,West Java,Krawang,Rengasdengklok,JAVA EN MADOERA,West Java,Krawang,Rengasdengklok,,,,,76925,76388,153313,3,1,4,1295,1176,2471,20,9,29,78243,77574,155817
JAVA EN MADOERA,31,Sagalaherang,JAVA EN MADOERA,West Java,Krawang,Sagalaherang,JAVA EN MADOERA,West Java,Krawang,Sagalaherang,,,,,42605,44940,87545,41,25,66,97,48,145,17,14,31,42760,45027,87787
JAVA EN MADOERA,29,Pagaden,JAVA EN MADOERA,West Java,Krawang,Pagaden,JAVA EN MADOERA,West Java,Krawang,Pagaden,,,,,59157,58254,117411,61,33,94,518,402,920,32,11,43,59768,58700,118468
JAVA EN MADOERA,32,Poerwakarta,JAVA EN MADOERA,West Java,Krawang,Poerwakarta,JAVA EN MADOERA,West Java,Krawang,Poerwakarta,,,,,74422,75393,149815,227,179,406,778,563,1341,290,276,566,75717,76411,152128
JAVA EN MADOERA,27,Tjikampek,JAVA EN MADOERA,West Java,Krawang,Tjikampek,JAVA EN MADOERA,West Java,Krawang,Tjikampek,,,,,82838,81724,164562,44,27,71,1353,1048,2401,14,17,31,84249,82816,167065
JAVA EN MADOERA,25,Krawang,JAVA EN MADOERA,West Java,Krawang,Krawang,JAVA EN MADOERA,West Java,Krawang,Krawang,,,,,59058,60202,119260,61,33,94,1856,1546,3402,54,48,102,61029,61829,122858
JAVA EN MADOERA,28,Pamanoekan,JAVA EN MADOERA,West Java,Krawang,Pamanoekan,JAVA EN MADOERA,West Java,Krawang,Pamanoekan,,,,,67939,66749,134688,58,25,83,651,510,1161,34,20,54,68682,67304,135986
JAVA EN MADOERA,30,Soebang,JAVA EN MADOERA,West Java,Krawang,Soebang,JAVA EN MADOERA,West Java,Krawang,Soebang,,,,,35849,34168,70017,147,92,239,316,239,555,13,4,17,36325,34503,70828
JAVA EN MADOERA,13,Paroengkoedjang,JAVA EN MADOERA,West Java,Lebak,Paroengkoedjang,JAVA EN MADOERA,West Java,Lebak,Paroengkoedjang,,,,,21670,22145,43815,8,3,11,76,37,113,0,0,0,21754,22185,43939
JAVA EN MADOERA,12,Rangkasbitoeng,JAVA EN MADOERA,West Java,Lebak,Rangkasbitoeng,JAVA EN MADOERA,West Java,Lebak,Rangkasbitoeng,,,,,42543,46615,89158,126,91,217,898,732,1630,33,20,53,43600,47458,91058
JAVA EN MADOERA,15,Tjilangkahan,JAVA EN MADOERA,West Java,Lebak,Tjilangkahan,JAVA EN MADOERA,West Java,Lebak,Tjilangkahan,,,,,33726,33707,67433,11,3,14,44,24,68,2,1,3,33783,33735,67518
JAVA EN MADOERA,14,Lebak,JAVA EN MADOERA,West Java,Lebak,Lebak,JAVA EN MADOERA,West Java,Lebak,Lebak,,,,,25741,27305,53046,36,20,56,88,67,155,1,0,1,25866,27392,53258
JAVA EN MADOERA,47,Talaga,JAVA EN MADOERA,West Java,Madjalengka,Talaga,JAVA EN MADOERA,West Java,Madjalengka,Talaga,,,,,53807,57892,111699,9,9,18,363,405,768,1,2,3,54180,58308,112488
JAVA EN MADOERA,48,Madjalengka,JAVA EN MADOERA,West Java,Madjalengka,Madjalengka,JAVA EN MADOERA,West Java,Madjalengka,Madjalengka,,,,,57288,62153,119441,126,96,222,611,577,1188,60,61,121,58085,62887,120972
JAVA EN MADOERA,49,Radjagaloeh,JAVA EN MADOERA,West Java,Madjalengka,Radjagaloeh,JAVA EN MADOERA,West Java,Madjalengka,Radjagaloeh,,,,,39256,42945,82201,40,21,61,287,270,557,27,19,46,39610,43255,82865
JAVA EN MADOERA,50,Djatiwangi,JAVA EN MADOERA,West Java,Madjalengka,Djatiwangi,JAVA EN MADOERA,West Java,Madjalengka,Djatiwangi,,,,,60325,65950,126275,50,42,92,679,568,1247,115,109,224,61169,66669,127838
JAVA EN MADOERA,21,Kebajoran,JAVA EN MADOERA,West Java,Meester Cornelis,Kebajoran,JAVA EN MADOERA,West Java,Meester Cornelis,Kebajoran,,,,,71067,74438,145505,15,17,32,1437,1256,2693,62,66,128,72581,75777,148358
JAVA EN MADOERA,24,Tjikarang,JAVA EN MADOERA,West Java,Meester Cornelis,Tjikarang,JAVA EN MADOERA,West Java,Meester Cornelis,Tjikarang,,,,,43017,44282,87299,5,2,7,2238,1906,4144,13,7,20,45273,46197,91470
JAVA EN MADOERA,23,Bekasi,JAVA EN MADOERA,West Java,Meester Cornelis,Bekasi,JAVA EN MADOERA,West Java,Meester Cornelis,Bekasi,,,,,98957,103276,202233,11,11,22,4392,3980,8372,9,9,18,103369,107276,210645
JAVA EN MADOERA,22,Meester Cornelis,JAVA EN MADOERA,West Java,Meester Cornelis,Meester Cornelis,JAVA EN MADOERA,West Java,Meester Cornelis,Meester Cornelis,,,,,104436,103414,207850,3208,2813,6021,5353,4154,9507,762,747,1509,113759,111128,224887
JAVA EN MADOERA,2,Tjaringin,JAVA EN MADOERA,West Java,Pandeglang,Tjaringin,JAVA EN MADOERA,West Java,Pandeglang,Tjaringin,,,,,26248,27022,53270,0,0,0,322,245,567,6,1,7,26576,27268,53844
JAVA EN MADOERA,3,Menes,JAVA EN MADOERA,West Java,Pandeglang,Menes,JAVA EN MADOERA,West Java,Pandeglang,Menes,,,,,32711,33835,66546,29,25,54,241,196,437,8,5,13,32989,34061,67050
JAVA EN MADOERA,1,Tjibalioeng,JAVA EN MADOERA,West Java,Pandeglang,Tjibalioeng,JAVA EN MADOERA,West Java,Pandeglang,Tjibalioeng,,,,,16526,16611,33137,2,0,2,48,36,84,0,0,0,16576,16647,33223
JAVA EN MADOERA,4,Pandeglang,JAVA EN MADOERA,West Java,Pandeglang,Pandeglang,JAVA EN MADOERA,West Java,Pandeglang,Pandeglang,,,,,46813,52235,99048,36,29,65,363,254,617,1,0,1,47213,52518,99731
JAVA EN MADOERA,9,Pamarajan,JAVA EN MADOERA,West Java,Serang,Pamarajan,JAVA EN MADOERA,West Java,Serang,Pamarajan,,,,,46782,51913,98695,3,3,6,121,108,229,10,9,19,46916,52033,98949
JAVA EN MADOERA,10,Tjiroeas,JAVA EN MADOERA,West Java,Serang,Tjiroeas,JAVA EN MADOERA,West Java,Serang,Tjiroeas,,,,,34298,37524,71822,2,3,5,127,103,230,4,2,6,34431,37632,72063
JAVA EN MADOERA,6,Tjilegon,JAVA EN MADOERA,West Java,Serang,Tjilegon,JAVA EN MADOERA,West Java,Serang,Tjilegon,,,,,37821,41353,79174,10,10,20,175,164,339,15,15,30,38021,41542,79563
JAVA EN MADOERA,8,Tjiomas,JAVA EN MADOERA,West Java,Serang,Tjiomas,JAVA EN MADOERA,West Java,Serang,Tjiomas,,,,,28355,29892,58247,8,4,12,111,92,203,1,0,1,28475,29988,58463
JAVA EN MADOERA,11,Pontang,JAVA EN MADOERA,West Java,Serang,Pontang,JAVA EN MADOERA,West Java,Serang,Pontang,,,,,34809,36967,71776,0,0,0,489,483,972,8,5,13,35306,37455,72761
JAVA EN MADOERA,7,Serang,JAVA EN MADOERA,West Java,Serang,Serang,JAVA EN MADOERA,West Java,Serang,Serang,,,,,42420,45108,87528,135,125,260,1061,808,1869,52,68,120,43668,46109,89777
JAVA EN MADOERA,5,Anjer,JAVA EN MADOERA,West Java,Serang,Anjer,JAVA EN MADOERA,West Java,Serang,Anjer,,,,,23296,23821,47117,2,2,4,171,139,310,0,0,0,23469,23962,47431
JAVA EN MADOERA,78,Tjibadak,JAVA EN MADOERA,West Java,Soekaboemi,Tjibadak,JAVA EN MADOERA,West Java,Soekaboemi,Tjibadak,,,,,52535,53914,106449,158,126,284,788,576,1364,51,41,92,53532,54657,108189
JAVA EN MADOERA,79,Soekaboemi,JAVA EN MADOERA,West Java,Soekaboemi,Soekaboemi,JAVA EN MADOERA,West Java,Soekaboemi,Soekaboemi,,,,,89458,94391,183849,1260,1246,2506,3097,2541,5638,130,101,231,93945,98279,192224
JAVA EN MADOERA,75,Djampangtengah,JAVA EN MADOERA,West Java,Soekaboemi,Djampangtengah,JAVA EN MADOERA,West Java,Soekaboemi,Djampangtengah,,,,,55253,55199,110452,127,58,185,424,257,681,0,0,0,55804,55514,111318
JAVA EN MADOERA,76,Palaboehanratoe,JAVA EN MADOERA,West Java,Soekaboemi,Palaboehanratoe,JAVA EN MADOERA,West Java,Soekaboemi,Palaboehanratoe,,,,,36246,35189,71435,117,60,177,281,172,453,0,0,0,36644,35421,72065
JAVA EN MADOERA,77,Tjitjoeroeg,JAVA EN MADOERA,West Java,Soekaboemi,Tjitjoeroeg,JAVA EN MADOERA,West Java,Soekaboemi,Tjitjoeroeg,,,,,45524,46590,92114,115,90,205,494,421,915,19,15,34,46152,47116,93268
JAVA EN MADOERA,74,Djampangkoelon,JAVA EN MADOERA,West Java,Soekaboemi,Djampangkoelon,JAVA EN MADOERA,West Java,Soekaboemi,Djampangkoelon,,,,,42427,41271,83698,42,16,58,191,138,329,1,0,1,42661,41425,84086
JAVA EN MADOERA,98,Soemadang,JAVA EN MADOERA,West Java,Soemedang,Soemadang,JAVA EN MADOERA,West Java,Soemedang,Soemedang,,,,,35558,38745,74303,81,73,154,292,238,530,20,13,33,35951,39069,75020
JAVA EN MADOERA,101,Darmaradja,JAVA EN MADOERA,West Java,Soemedang,Darmaradja,JAVA EN MADOERA,West Java,Soemedang,Darmaradja,,,,,25263,26782,52045,22,16,38,39,27,66,2,0,2,25326,26825,52151
JAVA EN MADOERA,99,Tjimalaka,JAVA EN MADOERA,West Java,Soemedang,Tjimalaka,JAVA EN MADOERA,West Java,Soemedang,Tjimalaka,,,,,33080,35412,68492,12,2,14,57,53,110,1,0,1,33150,35467,68617
JAVA EN MADOERA,100,Tomo,JAVA EN MADOERA,West Java,Soemedang,Tomo,JAVA EN MADOERA,West Java,Soemedang,Tomo,,,,,28363,29771,58134,3,5,8,28,24,52,5,0,5,28399,29800,58199
JAVA EN MADOERA,97,Tandjoengsari,JAVA EN MADOERA,West Java,Soemedang,Tandjoengsari,JAVA EN MADOERA,West Java,Soemedang,Tandjoengsari,,,,,36771,39603,76374,25,18,43,85,63,148,0,0,0,36881,39684,76565
JAVA EN MADOERA,38,Tjikatomas,JAVA EN MADOERA,West Java,Tasikmalaja,Tjikatomas,JAVA EN MADOERA,West Java,Tasikmalaja,Tjikatomas,,,,,30400,31092,61492,11,6,17,22,8,30,0,0,0,30433,31106,61539
JAVA EN MADOERA,39,Manondjaja,JAVA EN MADOERA,West Java,Tasikmalaja,Manondjaja,JAVA EN MADOERA,West Java,Tasikmalaja,Manondjaja,,,,,41020,43146,84166,9,3,12,112,73,185,0,0,0,41141,43222,84363
JAVA EN MADOERA,40,Tjidjoelang,JAVA EN MADOERA,West Java,Tasikmalaja,Tjidjoelang,JAVA EN MADOERA,West Java,Tasikmalaja,Tjidjoelang,,,,,23887,23964,47851,9,1,10,45,25,70,0,0,0,23941,23990,47931
JAVA EN MADOERA,37,Karangnoenggal,JAVA EN MADOERA,West Java,Tasikmalaja,Karangnoenggal,JAVA EN MADOERA,West Java,Tasikmalaja,Karangnoenggal,,,,,30677,31711,62388,32,19,51,61,43,104,0,0,0,30770,31773,62543
JAVA EN MADOERA,36,Tasikmalaja,JAVA EN MADOERA,West Java,Tasikmalaja,Tasikmalaja,JAVA EN MADOERA,West Java,Tasikmalaja,Tasikmalaja,,,,,55589,63179,118768,233,190,423,1393,1044,2437,76,28,104,57291,64441,121732
JAVA EN MADOERA,42,Bandjar,JAVA EN MADOERA,West Java,Tasikmalaja,Bandjar,JAVA EN MADOERA,West Java,Tasikmalaja,Bandjar,,,,,57488,56310,113798,56,34,90,458,346,804,6,3,9,58008,56693,114701
JAVA EN MADOERA,33,Taradjoe,JAVA EN MADOERA,West Java,Tasikmalaja,Taradjoe,JAVA EN MADOERA,West Java,Tasikmalaja,Taradjoe,,,,,33566,35082,68648,9,6,15,68,37,105,0,0,0,33643,35125,68768
JAVA EN MADOERA,71,Tjiawi (in TASIKMALAJA),JAVA EN MADOERA,West Java,Tasikmalaja,Tjiawi (in TASIKMALAJA),JAVA EN MADOERA,West Java,Tasikmalaja,Tjiawi,,,,,62381,71069,133450,3,5,8,199,123,322,14,5,19,62597,71202,133799
JAVA EN MADOERA,41,Pangandaran,JAVA EN MADOERA,West Java,Tasikmalaja,Pangandaran,JAVA EN MADOERA,West Java,Tasikmalaja,Pangandaran,,,,,35106,33753,68859,11,2,13,182,110,292,5,2,7,35304,33867,69171
JAVA EN MADOERA,34,Singaparna,JAVA EN MADOERA,West Java,Tasikmalaja,Singaparna,JAVA EN MADOERA,West Java,Tasikmalaja,Singaparna,,,,,57020,65108,122128,13,6,19,162,106,268,4,7,11,57199,65227,122426
JAVA EN MADOERA,43,Rantjah,JAVA EN MADOERA,West Java,Tjiamis,Rantjah,JAVA EN MADOERA,West Java,Tjiamis,Rantjah,,,,,41831,42986,84817,14,6,20,122,77,199,1,1,2,41968,43070,85038
JAVA EN MADOERA,46,Kawali,JAVA EN MADOERA,West Java,Tjiamis,Kawali,JAVA EN MADOERA,West Java,Tjiamis,Kawali,,,,,40969,42989,83958,15,7,22,73,40,113,6,2,8,41063,43038,84101
JAVA EN MADOERA,45,Pandjaloe,JAVA EN MADOERA,West Java,Tjiamis,Pandjaloe,JAVA EN MADOERA,West Java,Tjiamis,Pandjaloe,,,,,34867,38031,72898,1,0,1,58,47,105,0,0,0,34926,38078,73004
JAVA EN MADOERA,44,Tjiamis,JAVA EN MADOERA,West Java,Tjiamis,Tjiamis,JAVA EN MADOERA,West Java,Tjiamis,Tjiamis,,,,,55338,58696,114034,30,18,48,471,377,848,26,15,41,55865,59106,114971
JAVA EN MADOERA,81,Soekanagara,JAVA EN MADOERA,West Java,Tjiandjoer,Soekanagara,JAVA EN MADOERA,West Java,Tjiandjoer,Soekanagara,,,,,70981,71184,142165,132,82,214,464,251,715,7,1,8,71584,71518,143102
JAVA EN MADOERA,86,Tjikalongkoelon,JAVA EN MADOERA,West Java,Tjiandjoer,Tjikalongkoelon,JAVA EN MADOERA,West Java,Tjiandjoer,Tjikalongkoelon,,,,,25637,26554,52191,29,21,50,114,57,171,2,3,5,25782,26635,52417
JAVA EN MADOERA,83,Patjet,JAVA EN MADOERA,West Java,Tjiandjoer,Patjet,JAVA EN MADOERA,West Java,Tjiandjoer,Patjet,,,,,40214,41669,81883,124,134,258,200,137,337,15,12,27,40553,41952,82505
JAVA EN MADOERA,82,Tjibeber,JAVA EN MADOERA,West Java,Tjiandjoer,Tjibeber,JAVA EN MADOERA,West Java,Tjiandjoer,Tjibeber,,,,,43666,45700,89366,23,18,41,372,294,666,11,3,14,44072,46015,90087
JAVA EN MADOERA,85,Tjirandjang,JAVA EN MADOERA,West Java,Tjiandjoer,Tjirandjang,JAVA EN MADOERA,West Java,Tjiandjoer,Tjirandjang,,,,,20304,19931,40235,23,16,39,139,110,249,5,1,6,20471,20058,40529
JAVA EN MADOERA,80,Sindangbarang,JAVA EN MADOERA,West Java,Tjiandjoer,Sindangbarang,JAVA EN MADOERA,West Java,Tjiandjoer,Sindangbarang,,,,,31507,30859,62366,59,30,89,70,27,97,0,0,0,31636,30916,62552
